Ad Account ID,Ad Account Name,Reporting starts,Reporting ends,Ad name,Region,Ad delivery,Ad Set Name,Bid,Bid type,Ad set budget,Ad set budget type,Last significant edit,Results,Result indicator,Reach,Impressions,Cost per results,Quality ranking,Engagement rate ranking,Conversion rate ranking,Amount spent (MXN),Ends,Result rate,Frequency,Link clicks,Unique link clicks,Clicks (all),Landing page views,Purchases,Mobile app purchases,Website purchases,Meta Purchases,Purchases conversion value,Mobile app purchases conversion value,Website purchases conversion value,Meta Purchase Conversion Value,Campaign ID,Page engagement,Post engagement,Post reactions,Post comments,CPC (cost per link click) (MXN),Page likes,CTR (all)
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Coahuila de Zaragoza,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,816,949,,-,-,-,5.54,En curso,,1.16299,12,12,13,,,,,,,,,,23851903914600173,12,12,,,0.461667,,1.369863
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Colima,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,248,269,,-,-,-,0.42,En curso,,1.084677,1,1,2,,,,,,,,,,23851903914600173,1,1,,,0.42,,0.743494
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Distrito Federal,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1608,1678,,-,-,-,20.81,En curso,,1.043532,45,34,50,,,,,,,,,,23851903914600173,46,46,1,,0.462444,,2.979738
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Durango,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,456,487,,-,-,-,2.73,En curso,,1.067982,5,5,6,,,,,,,,,,23851903914600173,5,5,,,0.546,,1.232033
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Guanajuato,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1528,1574,,-,-,-,10.52,En curso,,1.030105,25,25,25,,,,,,,,,,23851903914600173,25,25,,,0.4208,,1.58831
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Guerrero,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1008,1350,,-,-,-,4.99,En curso,,1.339286,11,11,11,,,,,,,,,,23851903914600173,11,11,,,0.453636,,0.814815
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Hidalgo,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1144,1252,,-,-,-,7.09,En curso,,1.094406,15,13,14,,,,,,,,,,23851903914600173,15,15,,,0.472667,,1.118211
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Jalisco,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1536,1722,,-,-,-,9.78,En curso,,1.121094,23,20,24,,,,,,,,,,23851903914600173,23,23,,,0.425217,,1.393728
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,State of Mexico,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,2760,2952,,-,-,-,25.48,En curso,,1.069565,56,49,65,,,,,,,,,,23851903914600173,57,57,1,,0.455,,2.201897
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Michoacán de Ocampo,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,1544,1629,,-,-,-,8.97,En curso,,1.055052,20,16,21,,,,,,,,,,23851903914600173,20,20,,,0.4485,,1.289134
920962708581993,albana_ad,7/19/2022,7/30/2022,Catalogo_Ad_Julio_Copy,Morelos,inactive,Catalogo_AdSet_Julio - Copy,0,CPA,55,Daily,2022-07-20T13:07:18-0500,,,552,570,,-,-,-,2.05,En curso,,1.032609,4,4,4,,,,,,,,,,23851903914600173,4,4,,,0.5125,,0.701754
